id,year,month,unit,dacoity,robbery,murder,speedy_trial,riot,woman_child_repression,kidnapping,police_assault,burglary,theft,other_cases,recovery_cases,total_cases
346,2023,March,SMP,0,3,2,11,0,19,0,1,7,19,66,53,181
347,2023,March,RPMP,0,0,0,2,0,14,0,0,0,12,53,30,111
348,2023,March,GMP,2,1,8,3,0,23,3,3,1,4,75,88,211
349,2023,March,"Dhaka Range",12,22,54,18,0,293,2,9,38,118,1113,1068,2747
350,2023,March,"Mymensingh Range",1,1,20,4,0,144,4,1,3,42,526,342,1088
351,2023,March,"Chittagong Range",4,21,54,10,0,170,11,6,24,63,927,1175,2465
352,2023,March,"Sylhet Range",2,2,21,1,0,53,2,2,7,66,418,205,779
353,2023,March,"Khulna Range",1,7,22,12,0,168,2,3,16,83,738,730,1782
354,2023,March,"Barishal Range",1,3,13,4,0,92,0,5,10,34,364,202,728
355,2023,March,"Rajshahi Range",2,9,26,6,0,209,2,3,10,90,684,1225,2266
356,2023,March,"Rangpur Range",1,4,27,2,0,212,5,6,11,59,760,440,1527
357,2023,March,"Railway Range",0,1,2,0,0,0,1,0,0,17,15,26,62
358,2023,April,DMP,4,13,12,11,0,133,9,5,54,130,527,990,1888
359,2023,April,CMP,0,10,5,12,0,50,4,0,15,36,175,216,523
360,2023,April,KMP,0,1,2,0,0,24,0,0,5,5,33,58,128
361,2023,April,RMP,0,4,1,0,0,25,0,4,3,5,43,96,181
362,2023,April,BMP,0,0,3,0,0,15,0,0,4,5,48,68,143
363,2023,April,SMP,0,0,1,14,0,19,0,1,5,16,87,49,201
364,2023,April,RPMP,0,0,2,3,0,7,0,1,0,10,51,24,98
365,2023,April,GMP,1,5,7,0,0,21,2,1,0,9,70,78,194
366,2023,April,"Dhaka Range",6,35,68,27,0,276,4,7,23,113,1208,977,2744
367,2023,April,"Mymensingh Range",0,3,25,10,0,103,2,0,3,44,684,333,1207
368,2023,April,"Chittagong Range",4,18,56,6,0,165,3,8,31,77,1064,994,2426
369,2023,April,"Sylhet Range",0,6,33,1,0,53,2,4,1,59,493,170,822
370,2023,April,"Khulna Range",3,9,22,8,0,122,5,1,12,94,745,638,1659
371,2023,April,"Barishal Range",1,2,10,1,0,72,2,4,6,21,435,193,747
372,2023,April,"Rajshahi Range",1,10,28,13,0,166,3,1,7,74,786,954,2043
373,2023,April,"Rangpur Range",0,0,21,3,0,197,3,2,14,67,880,412,1599
374,2023,April,"Railway Range",0,2,0,0,0,0,0,0,0,11,8,20,41
375,2023,May,DMP,4,11,9,15,3,158,6,6,45,124,682,1179,2242
376,2023,May,CMP,1,12,4,8,0,56,2,3,11,41,156,235,529
377,2023,May,KMP,1,0,0,2,0,32,0,0,8,9,35,61,148
378,2023,May,RMP,0,6,0,0,0,15,1,5,4,8,63,130,232
379,2023,May,BMP,1,0,1,1,0,21,0,0,5,7,47,67,150
380,2023,May,SMP,0,1,0,12,0,28,1,3,3,19,78,62,207
381,2023,May,RPMP,0,0,3,1,0,9,0,0,0,11,46,32,102
382,2023,May,GMP,0,2,9,0,0,17,0,0,3,4,50,61,146
383,2023,May,"Dhaka Range",13,17,67,16,0,366,10,11,34,99,1164,1151,2948
384,2023,May,"Mymensingh Range",0,2,14,10,0,153,8,0,6,57,615,374,1239
385,2023,May,"Chittagong Range",6,19,42,7,0,214,12,12,34,89,1104,1135,2674
386,2023,May,"Sylhet Range",1,2,15,3,0,84,0,1,4,57,434,218,819
387,2023,May,"Khulna Range",1,7,25,9,0,170,4,1,16,83,756,709,1781
388,2023,May,"Barishal Range",1,2,13,1,0,109,0,3,8,28,446,247,858
389,2023,May,"Rajshahi Range",3,12,23,10,0,227,2,5,6,83,738,1088,2197
390,2023,May,"Rangpur Range",3,1,21,2,0,207,3,5,9,73,867,432,1623
391,2023,May,"Railway Range",0,1,0,2,0,1,0,0,0,15,6,23,48
392,2023,June,DMP,4,25,24,16,0,136,7,8,36,134,627,1078,2095
393,2023,June,CMP,0,9,5,8,0,40,1,0,15,36,147,210,471
394,2023,June,KMP,0,2,2,1,0,26,0,0,6,7,34,45,123
395,2023,June,RMP,0,1,1,0,0,16,2,0,3,3,44,53,123
396,2023,June,BMP,0,0,2,1,0,11,0,0,5,5,47,53,124
397,2023,June,SMP,0,0,5,13,0,13,0,3,4,10,67,35,150
398,2023,June,RPMP,0,0,0,0,0,13,0,0,0,8,44,33,98
399,2023,June,GMP,1,3,10,0,0,22,3,1,2,7,94,83,226
400,2023,June,"Dhaka Range",11,24,54,22,0,334,10,5,35,136,1075,986,2692
401,2023,June,"Mymensingh Range",0,1,11,8,0,174,1,2,8,48,497,349,1099
402,2023,June,"Chittagong Range",2,16,60,7,0,184,9,9,32,94,1027,1046,2486
403,2023,June,"Sylhet Range",0,0,17,5,0,67,1,4,3,63,363,145,668
404,2023,June,"Khulna Range",5,5,26,8,0,197,2,4,13,80,735,717,1792
405,2023,June,"Barishal Range",1,3,3,4,0,138,0,2,11,33,360,207,762
406,2023,June,"Rajshahi Range",1,9,26,8,0,208,4,2,4,74,777,1005,2118
407,2023,June,"Rangpur Range",2,6,25,3,0,251,1,2,16,77,793,339,1515
408,2023,June,"Railway Range",0,1,1,0,0,0,0,0,0,16,13,13,44
409,2023,July,DMP,6,12,19,33,2,134,2,12,48,103,728,1167,2266
410,2023,July,CMP,1,12,2,6,0,53,6,2,13,20,111,199,425
411,2023,July,KMP,1,0,5,0,0,29,0,0,7,16,47,71,176
412,2023,July,RMP,0,3,3,0,0,11,0,0,3,14,41,104,179
413,2023,July,BMP,0,1,3,2,0,22,0,0,3,5,60,86,182
414,2023,July,SMP,0,1,0,10,0,16,1,0,5,13,74,67,187
415,2023,July,RPMP,0,0,0,0,0,13,2,1,0,8,41,66,131
416,2023,July,GMP,2,6,14,0,0,26,6,0,4,12,66,88,224
417,2023,July,"Dhaka Range",15,15,58,20,0,318,3,10,41,126,1117,1081,2804
418,2023,July,"Mymensingh Range",0,4,19,2,0,172,4,2,5,44,523,340,1115
419,2023,July,"Chittagong Range",7,15,63,6,0,202,7,9,48,96,1044,1155,2652
420,2023,July,"Sylhet Range",0,4,23,4,0,56,1,2,2,41,357,191,681
421,2023,July,"Khulna Range",2,4,27,3,1,148,1,0,20,89,693,740,1728
422,2023,July,"Barishal Range",2,1,5,1,0,123,2,4,14,29,399,243,823
423,2023,July,"Rajshahi Range",1,10,25,6,0,228,2,3,12,90,833,1230,2440
424,2023,July,"Rangpur Range",2,3,28,1,0,242,2,2,14,82,918,382,1676
425,2023,July,"Railway Range",0,3,2,0,0,1,0,0,0,14,14,15,49
426,2023,August,DMP,1,13,10,18,0,157,8,9,53,153,704,1201,2327
427,2023,August,CMP,0,10,2,9,0,49,3,3,21,48,117,241,503
428,2023,August,KMP,0,0,2,2,0,26,0,1,7,9,39,118,204
429,2023,August,RMP,0,1,1,0,0,19,4,0,5,14,52,135,231
430,2023,August,BMP,1,0,2,0,0,17,0,0,6,5,44,79,154
431,2023,August,SMP,0,1,1,10,0,19,0,3,6,13,67,56,176
432,2023,August,RPMP,0,0,0,0,0,11,0,1,0,9,55,67,143
433,2023,August,GMP,2,7,7,0,0,40,2,1,4,19,94,116,292
434,2023,August,"Dhaka Range",8,20,55,19,0,298,4,5,42,117,1082,1142,2792
435,2023,August,"Mymensingh Range",0,0,13,7,0,204,1,1,6,64,528,314,1138
436,2023,August,"Chittagong Range",3,22,50,1,0,173,9,15,39,102,942,1123,2479
437,2023,August,"Sylhet Range",2,1,14,3,0,79,3,1,4,52,320,225,704
438,2023,August,"Khulna Range",2,6,24,4,0,164,2,2,25,77,631,742,1679
439,2023,August,"Barishal Range",1,4,11,3,0,142,0,1,16,28,355,230,791
440,2023,August,"Rajshahi Range",1,16,38,10,0,218,4,1,19,89,729,1194,2319
441,2023,August,"Rangpur Range",0,1,20,4,0,234,0,0,16,76,826,544,1721
442,2023,August,"Railway Range",1,2,3,0,0,1,0,0,0,14,7,18,46
443,2023,September,DMP,0,20,12,9,2,141,3,5,53,124,624,1167,2160
444,2023,September,CMP,0,12,6,11,0,33,4,1,15,37,143,205,467
445,2023,September,KMP,0,0,1,0,0,39,1,0,1,8,34,96,180
446,2023,September,RMP,0,3,2,0,0,12,1,0,6,14,45,81,164
447,2023,September,BMP,0,1,0,3,0,15,0,1,7,7,41,95,170
448,2023,September,SMP,2,1,2,12,0,17,1,4,3,17,58,56,173
449,2023,September,RPMP,0,0,1,0,0,10,0,0,0,9,37,43,100
450,2023,September,GMP,0,3,11,0,0,27,5,3,3,9,72,105,238
451,2023,September,"Dhaka Range",12,19,54,26,0,275,8,8,39,112,975,1039,2567
452,2023,September,"Mymensingh Range",0,3,15,2,0,189,4,1,8,38,497,326,1083
453,2023,September,"Chittagong Range",3,15,52,6,0,185,9,7,30,107,845,1098,2357
454,2023,September,"Sylhet Range",1,5,14,3,0,62,0,4,6,42,290,236,663
455,2023,September,"Khulna Range",1,4,15,6,0,154,3,5,13,86,561,837,1685
456,2023,September,"Barishal Range",1,3,12,5,0,130,1,1,15,23,338,204,733
457,2023,September,"Rajshahi Range",1,12,23,14,0,214,6,2,12,93,683,1133,2193
458,2023,September,"Rangpur Range",0,3,16,2,0,194,4,5,19,81,723,465,1512
459,2023,September,"Railway Range",0,2,2,0,0,2,0,1,0,23,4,20,54
460,2023,October,DMP,3,20,19,8,7,128,6,11,38,136,682,880,1938
461,2023,October,CMP,0,2,1,3,0,41,2,2,14,29,124,212,430
462,2023,October,KMP,0,1,2,2,0,30,0,0,5,8,48,142,238
463,2023,October,RMP,0,3,4,0,0,14,4,2,3,15,53,134,232
464,2023,October,BMP,0,0,0,1,0,16,0,0,2,6,59,72,156
465,2023,October,SMP,0,0,1,7,1,22,0,3,6,20,64,38,162
466,2023,October,RPMP,0,0,2,0,0,13,0,0,0,14,48,54,131
467,2023,October,GMP,1,2,9,2,0,26,5,2,3,13,85,120,268
468,2023,October,"Dhaka Range",7,28,54,19,0,221,5,12,47,113,1012,855,2373
469,2023,October,"Mymensingh Range",0,1,19,3,0,197,3,0,13,49,408,268,961
470,2023,October,"Chittagong Range",1,23,50,1,2,160,10,27,44,114,993,976,2401
471,2023,October,"Sylhet Range",1,2,10,5,0,55,1,8,5,60,317,170,634
472,2023,October,"Khulna Range",2,3,22,3,0,150,5,0,9,82,615,705,1596
473,2023,October,"Barishal Range",5,2,10,4,0,131,1,2,11,22,493,196,877
474,2023,October,"Rajshahi Range",2,13,34,3,0,202,3,3,11,90,657,1105,2123
475,2023,October,"Rangpur Range",0,3,20,4,0,214,3,5,13,73,636,444,1415
476,2023,October,"Railway Range",0,3,1,0,2,1,0,0,0,24,6,17,54
477,2023,November,DMP,2,14,17,19,5,118,2,5,56,121,555,700,1614
478,2023,November,CMP,0,2,6,3,0,42,3,3,8,29,122,180,398
479,2023,November,KMP,0,1,1,0,0,10,1,1,3,17,37,93,164
480,2023,November,RMP,0,2,1,0,1,13,0,8,7,11,55,115,213
481,2023,November,BMP,0,1,1,1,1,19,0,0,1,2,43,59,128
482,2023,November,SMP,0,2,2,4,0,16,0,6,3,15,71,41,160
483,2023,November,RPMP,0,0,0,1,0,9,2,0,0,10,47,33,102
484,2023,November,GMP,0,2,4,0,0,22,2,5,4,10,75,68,192
485,2023,November,"Dhaka Range",14,19,51,26,0,258,10,15,34,93,922,703,2145
486,2023,November,"Mymensingh Range",0,2,10,3,0,144,3,1,10,37,408,203,821
487,2023,November,"Chittagong Range",3,14,54,7,0,125,8,17,34,84,821,823,1990
488,2023,November,"Sylhet Range",2,3,6,3,0,51,0,3,2,44,290,142,546
489,2023,November,"Khulna Range",0,6,16,6,0,113,1,1,14,51,540,578,1326
490,2023,November,"Barishal Range",2,1,9,5,0,119,0,1,14,11,338,189,689
491,2023,November,"Rajshahi Range",2,5,26,10,0,178,1,7,4,57,597,893,1780
492,2023,November,"Rangpur Range",0,3,22,1,0,189,0,6,11,55,675,390,1352
493,2023,November,"Railway Range",0,2,1,0,0,0,0,0,0,17,25,16,61
494,2023,December,DMP,4,23,4,16,0,103,10,5,42,130,584,986,1907
495,2023,December,CMP,0,10,7,5,0,24,0,2,10,44,109,254,465
496,2023,December,KMP,0,0,0,2,0,16,0,0,4,11,28,141,202
497,2023,December,RMP,0,2,2,1,0,14,0,2,2,8,42,198,271
498,2023,December,BMP,0,0,1,1,0,17,0,0,3,8,32,42,104
499,2023,December,SMP,0,0,1,1,0,17,0,1,4,15,54,46,139
500,2023,December,RPMP,0,0,0,0,0,8,0,1,0,4,36,72,121
501,2023,December,GMP,2,4,7,3,0,37,0,1,8,9,71,103,245
502,2023,December,"Dhaka Range",11,18,62,17,0,196,4,11,37,91,905,817,2169
503,2023,December,"Mymensingh Range",0,3,20,4,0,112,1,0,5,45,369,192,751
504,2023,December,"Chittagong Range",6,21,53,5,0,166,4,5,38,93,778,968,2137
505,2023,December,"Sylhet Range",2,4,10,0,0,42,3,2,4,46,279,131,523
506,2023,December,"Khulna Range",0,2,11,5,0,82,1,2,12,53,534,614,1316
507,2023,December,"Barishal Range",1,3,9,8,0,102,2,1,9,25,345,189,694
508,2023,December,"Rajshahi Range",2,4,24,6,0,143,2,3,8,61,651,1060,1964
509,2023,December,"Rangpur Range",2,6,22,3,0,114,2,1,14,47,783,422,1416
510,2023,December,"Railway Range",0,5,0,0,0,0,0,0,0,12,14,28,59
511,2022,January,DMP,3,10,9,12,0,170,5,5,49,112,510,1663,2548
512,2022,January,CMP,2,3,2,13,0,53,1,4,9,36,188,235,546
513,2022,January,KMP,0,0,2,0,0,12,0,0,4,4,32,103,157
514,2022,January,RMP,0,9,3,5,0,14,1,0,0,9,39,229,309
515,2022,January,BMP,1,0,3,1,0,9,1,2,6,9,32,103,167
516,2022,January,SMP,0,2,0,5,0,26,0,1,3,12,72,85,206
517,2022,January,RPMP,0,0,0,1,0,23,1,0,3,13,73,57,171
518,2022,January,GMP,0,3,4,2,0,28,3,0,1,6,58,88,193
519,2022,January,"Dhaka Range",14,18,76,16,0,209,7,12,40,119,971,795,2277
520,2022,January,"Mymensingh Range",0,2,16,16,0,128,1,4,5,49,496,269,986
521,2022,January,"Chittagong Range",5,14,50,5,0,187,4,7,32,94,802,1191,2391
522,2022,January,"Sylhet Range",1,2,15,2,0,60,1,1,7,36,312,153,590
523,2022,January,"Khulna Range",2,10,29,5,0,131,3,4,18,64,549,677,1492
524,2022,January,"Barishal Range",1,3,13,3,0,79,1,1,13,29,345,278,766
525,2022,January,"Rajshahi Range",0,10,21,7,0,142,4,10,5,52,592,1097,1940
526,2022,January,"Rangpur Range",1,5,20,1,0,162,4,2,18,73,590,348,1224
527,2022,January,"Railway Range",0,0,1,0,0,0,2,0,0,12,14,35,64
528,2022,February,DMP,4,16,12,14,0,141,2,6,49,135,511,1585,2475
529,2022,February,CMP,2,7,4,10,0,46,0,1,18,25,177,188,478
530,2022,February,KMP,0,1,2,0,0,13,0,0,2,5,22,105,150
531,2022,February,RMP,0,2,2,0,0,13,0,1,4,8,30,217,277
532,2022,February,BMP,0,0,1,0,0,13,0,0,7,15,32,82,150
533,2022,February,SMP,0,2,3,6,0,17,0,1,4,6,86,55,180
534,2022,February,RPMP,0,0,0,0,0,8,0,0,0,15,48,44,115
535,2022,February,GMP,6,2,1,3,0,23,4,0,0,12,57,85,193
536,2022,February,"Dhaka Range",15,22,56,12,0,250,7,10,38,125,910,881,2326
537,2022,February,"Mymensingh Range",1,1,14,4,0,124,4,4,5,42,453,345,997
538,2022,February,"Chittagong Range",1,9,44,8,0,160,5,14,22,80,804,1214,2361
539,2022,February,"Sylhet Range",1,2,13,1,0,81,1,1,3,37,267,196,603
540,2022,February,"Khulna Range",1,5,23,5,0,120,0,2,13,70,550,775,1564
541,2022,February,"Barishal Range",3,5,4,5,0,95,0,2,11,16,301,268,710
542,2022,February,"Rajshahi Range",2,6,31,11,0,172,0,3,14,64,518,1214,2035
543,2022,February,"Rangpur Range",1,3,22,2,0,176,2,0,16,60,557,390,1229
544,2022,February,"Railway Range",0,2,2,0,0,2,0,0,0,4,17,32,59
545,2022,March,DMP,1,16,17,13,0,199,3,12,60,146,680,1499,2646
546,2022,March,CMP,0,3,1,13,0,69,1,1,9,29,172,177,475
547,2022,March,KMP,0,0,1,0,0,12,0,0,2,4,34,92,145
548,2022,March,RMP,0,1,1,0,0,18,1,1,2,8,48,263,343
549,2022,March,BMP,0,0,0,1,0,18,1,0,5,10,59,109,203
550,2022,March,SMP,0,2,1,5,0,31,0,0,4,10,94,79,226
551,2022,March,RPMP,0,0,2,3,0,16,0,0,0,18,64,38,141
552,2022,March,GMP,4,1,10,3,0,53,1,1,2,15,75,88,253
553,2022,March,"Dhaka Range",17,25,57,24,0,312,8,17,51,160,1105,860,2636
554,2022,March,"Mymensingh Range",2,6,20,6,0,196,5,1,3,56,553,337,1185
555,2022,March,"Chittagong Range",6,14,37,6,0,231,6,7,28,108,904,1374,2721
556,2022,March,"Sylhet Range",1,3,15,2,0,83,3,2,8,50,353,274,794
557,2022,March,"Khulna Range",1,5,28,6,0,160,1,2,12,67,638,605,1525
558,2022,March,"Barishal Range",3,6,7,1,0,126,1,3,13,29,366,256,811
559,2022,March,"Rajshahi Range",0,7,28,11,0,227,2,8,7,87,608,1269,2254
560,2022,March,"Rangpur Range",0,3,21,1,0,224,4,1,17,74,621,436,1402
561,2022,March,"Railway Range",0,2,1,0,0,1,0,1,0,17,25,37,84
562,2022,April,DMP,3,8,16,13,0,184,5,9,68,151,700,1261,2418
563,2022,April,CMP,0,11,4,12,0,75,3,3,21,48,199,195,571
564,2022,April,KMP,0,0,0,0,0,12,0,1,3,3,29,84,132
565,2022,April,RMP,0,1,5,0,0,15,1,1,2,4,40,207,276
566,2022,April,BMP,1,1,2,0,0,11,0,4,5,9,38,93,164
567,2022,April,SMP,0,0,5,5,0,20,0,2,5,15,87,65,204
568,2022,April,RPMP,0,0,0,0,0,24,0,0,1,14,71,43,153
569,2022,April,GMP,1,7,2,4,0,40,1,1,2,14,86,70,228
570,2022,April,"Dhaka Range",11,26,56,48,0,347,7,10,46,145,1266,774,2736
571,2022,April,"Mymensingh Range",1,2,17,8,0,182,1,2,1,62,750,337,1363
572,2022,April,"Chittagong Range",2,16,55,9,0,181,7,7,26,103,1027,1313,2746
573,2022,April,"Sylhet Range",2,6,15,1,0,93,1,4,2,39,445,183,791
574,2022,April,"Khulna Range",0,10,31,4,0,154,2,3,11,88,813,641,1757
575,2022,April,"Barishal Range",1,3,12,0,0,106,3,2,13,25,440,246,851
576,2022,April,"Rajshahi Range",3,11,28,3,0,237,1,3,7,83,765,1156,2297
577,2022,April,"Rangpur Range",1,2,21,4,0,195,3,3,15,71,808,416,1539
578,2022,April,"Railway Range",0,3,0,0,0,0,0,0,0,13,14,31,61
579,2022,May,DMP,0,11,11,9,1,186,3,8,68,133,626,1432,2488
580,2022,May,CMP,0,9,6,17,0,76,3,2,19,28,173,166,499
581,2022,May,KMP,0,0,1,0,0,21,0,0,2,8,24,75,131
582,2022,May,RMP,0,2,3,1,0,17,0,0,3,6,54,248,334
583,2022,May,BMP,0,1,0,1,0,15,0,0,4,7,43,97,168
584,2022,May,SMP,0,0,3,2,0,26,0,2,4,14,67,59,177
585,2022,May,RPMP,0,0,0,2,0,15,0,0,0,12,57,42,128
586,2022,May,GMP,3,1,3,0,0,31,3,0,5,15,71,80,212
587,2022,May,"Dhaka Range",13,24,65,28,0,333,9,7,32,102,1167,880,2660
588,2022,May,"Mymensingh Range",0,4,26,12,0,190,3,2,4,31,685,296,1253
589,2022,May,"Chittagong Range",4,9,41,8,0,213,5,10,31,86,1024,1155,2586
590,2022,May,"Sylhet Range",0,1,19,1,0,83,0,2,5,30,421,206,768
591,2022,May,"Khulna Range",1,2,27,1,0,184,1,2,16,67,722,592,1615
592,2022,May,"Barishal Range",0,5,11,7,0,116,1,1,9,21,441,248,860
593,2022,May,"Rajshahi Range",1,12,38,4,0,251,1,6,7,58,773,1211,2362
594,2022,May,"Rangpur Range",2,2,21,3,0,241,3,2,17,56,751,392,1490
595,2022,May,"Railway Range",0,2,1,0,0,3,0,0,0,15,15,21,57
596,2022,June,DMP,3,10,21,7,0,199,4,15,63,131,684,1342,2513
597,2022,June,CMP,0,11,7,12,0,66,2,1,11,29,152,160,451
598,2022,June,KMP,1,0,2,1,0,13,0,1,2,2,32,90,144
599,2022,June,RMP,0,2,3,0,0,13,1,1,3,16,49,211,299
600,2022,June,BMP,0,1,1,1,0,17,0,0,2,9,42,77,150
601,2022,June,SMP,0,0,1,4,0,26,0,2,2,9,71,73,188
602,2022,June,RPMP,0,0,0,0,0,7,0,0,0,20,59,27,113
603,2022,June,GMP,1,4,3,1,0,47,3,1,1,13,72,69,215
604,2022,June,"Dhaka Range",16,20,60,30,0,323,11,10,48,153,1096,860,2627
605,2022,June,"Mymensingh Range",0,3,15,12,0,218,5,2,7,44,502,362,1170
606,2022,June,"Chittagong Range",5,12,38,8,0,237,7,6,34,103,903,1231,2584
607,2022,June,"Sylhet Range",3,3,10,3,0,87,0,1,5,36,312,167,627
608,2022,June,"Khulna Range",7,4,23,5,0,184,3,6,14,74,768,672,1784
609,2022,June,"Barishal Range",4,3,12,5,0,121,0,6,12,27,355,222,767
610,2022,June,"Rajshahi Range",0,6,25,5,0,259,4,4,12,83,685,1184,2267
611,2022,June,"Rangpur Range",0,5,24,4,0,219,5,0,11,84,694,348,1394
612,2022,June,"Railway Range",0,1,4,0,0,3,0,0,0,9,11,41,69
613,2022,July,DMP,4,13,13,12,0,174,3,3,70,121,621,1205,2239
614,2022,July,CMP,0,6,7,12,0,51,4,0,10,28,171,153,442
615,2022,July,KMP,0,0,2,1,0,14,1,0,6,6,20,71,121
616,2022,July,RMP,0,2,4,0,0,9,1,0,5,3,46,217,287
617,2022,July,BMP,0,1,2,1,0,17,0,0,4,3,32,83,143
618,2022,July,SMP,0,2,1,8,0,25,0,1,5,15,87,65,209
619,2022,July,RPMP,0,0,0,3,0,12,0,0,2,12,60,20,109
620,2022,July,GMP,2,4,8,3,0,40,1,0,1,3,66,61,189
621,2022,July,"Dhaka Range",14,31,74,15,0,296,5,8,47,133,1140,769,2532
622,2022,July,"Mymensingh Range",3,3,27,9,0,199,6,2,6,43,603,301,1202
623,2022,July,"Chittagong Range",5,15,40,12,0,246,4,9,42,101,954,1165,2593
624,2022,July,"Sylhet Range",1,1,31,0,0,75,0,6,5,41,359,187,706
625,2022,July,"Khulna Range",3,6,24,5,0,180,0,0,18,84,744,606,1670
626,2022,July,"Barishal Range",3,1,18,1,0,109,1,2,10,23,367,255,790
627,2022,July,"Rajshahi Range",1,6,34,8,0,262,2,2,7,55,774,1224,2375
628,2022,July,"Rangpur Range",1,5,21,1,0,252,5,7,20,63,771,325,1471
629,2022,July,"Railway Range",0,1,0,0,0,1,0,0,0,9,19,29,59
630,2022,August,DMP,2,10,17,20,0,181,6,4,73,151,679,1475,2618
631,2022,August,CMP,0,6,7,16,0,70,1,3,13,24,185,221,546
632,2022,August,KMP,0,0,2,0,0,17,1,0,3,5,41,65,134
633,2022,August,RMP,1,4,1,2,0,27,0,0,7,9,45,251,347
634,2022,August,BMP,0,2,2,0,0,15,0,0,3,10,36,77,145
635,2022,August,SMP,0,0,2,8,0,34,0,1,5,12,85,70,217
636,2022,August,RPMP,0,0,1,0,0,16,1,1,0,15,55,33,122
637,2022,August,GMP,1,3,6,0,0,28,1,1,5,10,56,105,216
638,2022,August,"Dhaka Range",13,31,59,17,0,337,15,8,64,143,1061,887,2635
639,2022,August,"Mymensingh Range",2,4,20,8,0,238,7,4,11,67,637,387,1385
640,2022,August,"Chittagong Range",8,14,47,14,1,255,5,14,34,93,969,1179,2633
641,2022,August,"Sylhet Range",1,3,17,1,0,96,1,2,2,47,405,197,772
642,2022,August,"Khulna Range",5,6,21,3,0,168,3,1,26,92,705,674,1704
643,2022,August,"Barishal Range",2,4,9,0,0,130,1,0,15,29,329,222,741
644,2022,August,"Rajshahi Range",2,13,32,8,0,302,1,3,14,99,713,1357,2544
645,2022,August,"Rangpur Range",3,5,23,1,0,300,2,2,19,82,806,407,1650
646,2022,August,"Railway Range",0,2,0,0,0,1,0,0,0,22,15,36,76
647,2022,September,DMP,4,15,18,14,4,173,2,4,61,175,605,1267,2342
648,2022,September,CMP,1,8,6,9,0,69,1,2,16,26,144,189,471
649,2022,September,KMP,0,2,1,1,0,20,1,0,6,7,26,0,148
650,2022,September,RMP,0,3,3,0,0,16,0,0,3,12,54,216,307
651,2022,September,BMP,2,0,1,0,0,15,0,1,5,9,41,72,146
652,2022,September,SMP,0,0,2,6,0,32,0,1,6,9,87,61,204
653,2022,September,RPMP,0,0,0,2,0,12,0,0,0,12,51,34,111
654,2022,September,GMP,3,1,3,4,0,35,1,2,4,12,68,93,226
655,2022,September,"Dhaka Range",15,31,67,32,0,310,7,5,46,128,980,926,2547
656,2022,September,"Mymensingh Range",3,3,23,3,0,222,7,3,4,50,512,369,1199
657,2022,September,"Chittagong Range",11,21,55,15,2,230,10,11,40,107,804,1193,2499
658,2022,September,"Sylhet Range",2,2,19,3,0,109,2,3,8,59,343,234,784
659,2022,September,"Khulna Range",2,3,22,6,1,202,1,4,21,101,701,691,1755
660,2022,September,"Barishal Range",1,2,12,1,0,111,0,1,6,38,309,233,714
661,2022,September,"Rajshahi Range",2,12,30,4,0,247,4,7,9,84,654,1143,2196
662,2022,September,"Rangpur Range",1,4,19,2,0,277,3,1,22,84,739,394,1546
663,2022,September,"Railway Range",0,2,2,0,0,0,1,0,0,13,14,0,75
664,2022,October,DMP,0,9,13,31,0,158,6,7,51,119,676,1270,2340
665,2022,October,CMP,0,5,5,4,0,56,6,2,13,32,146,188,457
666,2022,October,KMP,0,0,1,1,0,19,1,0,7,4,29,71,133
667,2022,October,RMP,0,5,0,0,0,17,1,1,1,5,51,220,301
668,2022,October,BMP,0,0,2,1,0,18,0,1,6,8,41,81,158
669,2022,October,SMP,0,1,0,8,0,34,1,0,8,6,70,72,200
670,2022,October,RPMP,0,0,1,0,0,23,0,0,0,22,48,27,121
671,2022,October,GMP,0,2,6,1,0,39,6,3,2,19,75,92,245
672,2022,October,"Dhaka Range",9,24,77,33,0,320,12,9,41,126,1014,938,2603
673,2022,October,"Mymensingh Range",0,3,30,5,0,193,6,3,5,46,470,342,1103
674,2022,October,"Chittagong Range",16,20,38,9,0,214,9,12,42,88,932,1056,2436
675,2022,October,"Sylhet Range",2,2,12,4,0,89,1,4,8,32,350,207,711
676,2022,October,"Khulna Range",7,5,22,7,0,168,3,1,21,96,676,622,1628
677,2022,October,"Barishal Range",1,1,11,2,0,125,1,1,19,23,496,198,878
678,2022,October,"Rajshahi Range",3,17,35,7,0,208,2,4,13,75,657,1188,2209
679,2022,October,"Rangpur Range",0,5,22,4,0,260,6,2,15,64,671,358,1407
680,2022,October,"Railway Range",0,3,2,0,0,1,0,1,0,19,12,40,78
681,2022,November,DMP,2,13,14,10,3,142,3,5,51,134,630,1362,2369
682,2022,November,CMP,1,5,7,2,0,42,3,1,20,36,130,220,467
683,2022,November,KMP,0,0,1,1,0,19,0,0,3,6,26,69,125
684,2022,November,RMP,0,0,0,0,0,5,0,2,5,7,48,213,280
685,2022,November,BMP,1,0,1,2,0,11,0,0,3,9,47,88,162
686,2022,November,SMP,0,0,1,6,0,26,0,0,7,11,71,47,169
687,2022,November,RPMP,0,0,0,0,0,13,1,0,0,20,49,27,110
688,2022,November,GMP,1,2,5,2,0,33,5,6,2,11,80,123,270
689,2022,November,"Dhaka Range",7,30,64,22,0,260,4,14,43,105,986,989,2524
690,2022,November,"Mymensingh Range",0,2,24,3,0,159,3,2,9,45,484,410,1141
691,2022,November,"Chittagong Range",6,14,38,13,0,177,8,6,27,66,787,1157,2299
